Fwd Header Length.1,Fwd Packet Length Max,Bwd Header Length,Fwd Header Length,Total Fwd Packets,Fwd IAT Max,Bwd Packets/s,Init_Win_bytes_backward,Total Length of Bwd Packets,Init_Win_bytes_forward,Max Packet Length,Bwd Packet Length Max,Packet Length Mean,Average Packet Size,Packet Length Std,Subflow Bwd Bytes,Packet Length Variance,Bwd Packet Length Mean,Avg Bwd Segment Size,Bwd Packet Length Std,Predicted
80,34,80,80,2,49,14.96177267,-1,212,-1,106,106,62.8,78.5,39.43602414,212,1555.2,106.0,106.0,0.0,BENIGN
32,46,32,32,1,0,1824.817518,-1,98,-1,98,98,63.33333333,95.0,30.022214,98,901.3333333,98.0,98.0,0.0,BENIGN
32,41,32,32,1,0,20.40566461,-1,57,-1,57,57,46.33333333,69.5,9.237604307,57,85.33333333,57.0,57.0,0.0,BENIGN
32,0,32,32,1,0,19607.84314,272,0,275,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,BENIGN
20,6,20,20,1,0,13513.51351,256,6,980,6,6,6.0,9.0,0.0,6,0.0,6.0,6.0,0.0,BENIGN
32,56,32,32,1,0,42.13009774,-1,72,-1,72,72,61.33333333,92.0,9.237604307,72,85.33333333,72.0,72.0,0.0,BENIGN
64,0,0,64,2,3,0.0,-1,0,349,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,BENIGN
80,6,0,80,4,8451304,0.0,-1,0,256,6,0,6.0,7.5,0.0,0,0.0,0.0,0.0,0.0,DoS
100,6,0,100,5,6437022,0.0,-1,0,256,6,0,6.0,7.2,0.0,0,0.0,0.0,0.0,0.0,DoS
72,20,132,72,3,923,3.617606893,229,11607,8192,4380,4380,1163.3,1292.555556,1903.962654,11607,3625073.789,1934.5,1934.5,2177.344966,DoS
80,6,0,80,4,6996103,0.0,-1,0,256,6,0,6.0,7.5,0.0,0,0.0,0.0,0.0,0.0,DoS
72,20,112,72,3,1966,5.513049941,229,11607,8192,10135,10135,1292.555556,1454.125,3350.634907,11607,11200000.0,2321.4,2321.4,4413.201989,DoS
80,6,0,80,4,6065412,0.0,-1,0,256,6,0,6.0,7.5,0.0,0,0.0,0.0,0.0,0.0,DoS
72,20,132,72,3,5456,981.9967267,229,11601,8192,5840,5840,1162.7,1291.888889,1911.59573,11601,3654198.233,1933.5,1933.5,2189.772933,DoS
80,6,0,80,4,5009994,0.0,-1,0,256,6,0,6.0,7.5,0.0,0,0.0,0.0,0.0,0.0,DoS
80,6,0,80,4,4996264,0.0,-1,0,256,6,0,6.0,7.5,0.0,0,0.0,0.0,0.0,0.0,DoS
100,6,0,100,5,4035934,0.0,-1,0,256,6,0,6.0,7.2,0.0,0,0.0,0.0,0.0,0.0,DoS
80,6,0,80,4,4035934,0.0,-1,0,256,6,0,6.0,7.5,0.0,0,0.0,0.0,0.0,0.0,DoS
72,20,92,72,3,1462,4.735016632,229,11607,8192,11595,11595,1454.125,1661.857143,4097.537534,11607,16800000.0,2901.75,2901.75,5795.50069,DoS
72,20,132,72,3,940,6.702225697,229,11607,8192,5840,5840,1163.3,1292.555556,2138.329153,11607,4572451.567,1934.5,1934.5,2538.919278,DoS
100,6,0,100,5,2072130,0.0,-1,0,256,6,0,6.0,7.2,0.0,0,0.0,0.0,0.0,0.0,DoS
100,6,0,100,5,2014958,0.0,-1,0,256,6,0,6.0,7.2,0.0,0,0.0,0.0,0.0,0.0,DoS
72,20,92,72,3,5680,4.562075014,229,11601,8192,8760,8760,1453.375,1661.0,3113.952607,11601,9696700.839,2900.25,2900.25,4128.319301,DoS
80,6,0,80,4,1138015,0.0,-1,0,256,6,0,6.0,7.5,0.0,0,0.0,0.0,0.0,0.0,DoS
80,6,0,80,4,85154,0.0,-1,0,256,6,0,6.0,7.5,0.0,0,0.0,0.0,0.0,0.0,DoS
72,20,92,72,3,4361,4.0227891,229,11601,8192,5840,5840,1453.375,1661.0,2681.356423,11601,7189672.268,2900.25,2900.25,3345.636997,DoS
80,6,0,80,4,30027,0.0,-1,0,256,6,0,6.0,7.5,0.0,0,0.0,0.0,0.0,0.0,DoS
72,20,132,72,3,1014,85.46278096,229,11607,8192,5840,5840,1163.3,1292.555556,2138.329153,11607,4572451.567,1934.5,1934.5,2538.919278,DoS
100,6,0,100,5,12000000,0.0,-1,0,256,6,0,6.0,7.2,0.0,0,0.0,0.0,0.0,0.0,DoS
80,6,0,80,4,12000000,0.0,-1,0,256,6,0,6.0,7.5,0.0,0,0.0,0.0,0.0,0.0,DoS
100,6,0,100,5,11300000,0.0,-1,0,256,6,0,6.0,7.2,0.0,0,0.0,0.0,0.0,0.0,DoS
72,20,92,72,3,6600,5.733805226,229,11601,8192,8760,8760,1453.375,1661.0,3113.952607,11601,9696700.839,2900.25,2900.25,4128.319301,DoS
80,6,0,80,4,10100000,0.0,-1,0,256,6,0,6.0,7.5,0.0,0,0.0,0.0,0.0,0.0,DoS
72,20,92,72,3,25211,10.34848524,229,11601,8192,10135,10135,1453.375,1661.0,3544.652026,11601,12600000.0,2900.25,2900.25,4871.82583,DoS
80,6,0,80,4,8899736,0.0,-1,0,256,6,0,6.0,7.5,0.0,0,0.0,0.0,0.0,0.0,DoS
80,6,0,80,4,7933663,0.0,-1,0,256,6,0,6.0,7.5,0.0,0,0.0,0.0,0.0,0.0,DoS
72,20,92,72,3,7218,4.147136247,229,11601,8192,10135,10135,1453.375,1661.0,3544.652026,11601,12600000.0,2900.25,2900.25,4871.82583,DoS
72,20,132,72,3,3243,6.097176804,229,11601,8192,4380,4380,1162.7,1291.888889,1645.241762,11601,2706820.456,1933.5,1933.5,1757.789948,DoS
80,6,0,80,4,7837378,0.0,-1,0,256,6,0,6.0,7.5,0.0,0,0.0,0.0,0.0,0.0,DoS
80,6,0,80,4,3106021,0.0,-1,0,256,6,0,6.0,7.5,0.0,0,0.0,0.0,0.0,0.0,DoS
100,6,0,100,5,2857580,0.0,-1,0,256,6,0,6.0,7.2,0.0,0,0.0,0.0,0.0,0.0,DoS
80,6,0,80,4,1155859,0.0,-1,0,256,6,0,6.0,7.5,0.0,0,0.0,0.0,0.0,0.0,DoS
100,6,0,100,5,1107684,0.0,-1,0,256,6,0,6.0,7.2,0.0,0,0.0,0.0,0.0,0.0,DoS
80,6,0,80,4,1053668,0.0,-1,0,256,6,0,6.0,7.5,0.0,0,0.0,0.0,0.0,0.0,DoS
72,20,112,72,3,1334,80.77805422,229,11607,8192,5840,5840,1292.555556,1454.125,2554.159212,11607,6523729.278,2321.4,2321.4,3173.373883,DoS
80,6,0,80,4,1033871,0.0,-1,0,256,6,0,6.0,7.5,0.0,0,0.0,0.0,0.0,0.0,DoS
72,20,92,72,3,11285,305.0873312,229,11601,8192,8675,8675,1453.375,1661.0,3091.095642,11601,9554872.268,2900.25,2900.25,4088.041942,DoS
72,20,132,72,3,616,7.296039224,229,11607,8192,5840,5840,1163.3,1292.555556,2138.329153,11607,4572451.567,1934.5,1934.5,2538.919278,DoS
80,6,0,80,4,7617837,0.0,-1,0,256,6,0,6.0,7.5,0.0,0,0.0,0.0,0.0,0.0,DoS
80,6,0,80,4,6618890,0.0,-1,0,256,6,0,6.0,7.5,0.0,0,0.0,0.0,0.0,0.0,DoS
80,6,0,80,4,6593164,0.0,-1,0,256,6,0,6.0,7.5,0.0,0,0.0,0.0,0.0,0.0,DoS
72,20,132,72,3,884,51.04167553,229,11607,8192,5755,5755,1163.3,1292.555556,2131.87096,11607,4544873.789,1934.5,1934.5,2529.124572,DoS
52,20,112,52,2,843,5.983323281,229,11607,8192,10135,10135,1453.375,1661.0,3544.652026,11607,12600000.0,2321.4,2321.4,4413.201989,DoS
80,6,0,80,4,4811983,0.0,-1,0,256,6,0,6.0,7.5,0.0,0,0.0,0.0,0.0,0.0,DoS
80,6,0,80,4,4744217,0.0,-1,0,256,6,0,6.0,7.5,0.0,0,0.0,0.0,0.0,0.0,DoS
100,6,0,100,5,4697219,0.0,-1,0,256,6,0,6.0,7.2,0.0,0,0.0,0.0,0.0,0.0,DoS
80,6,0,80,4,4617892,0.0,-1,0,256,6,0,6.0,7.5,0.0,0,0.0,0.0,0.0,0.0,DoS
72,20,92,72,3,17595,53.82131324,229,11601,8192,8675,8675,1453.375,1661.0,3091.095642,11601,9554872.268,2900.25,2900.25,4088.041942,DoS
72,20,112,72,3,677,6.057103953,229,11607,8192,10135,10135,1292.555556,1454.125,3350.634907,11607,11200000.0,2321.4,2321.4,4413.201989,DoS
72,20,132,72,3,12024,87.94688008,229,11601,8192,5840,5840,1162.7,1291.888889,1918.795458,11601,3681776.011,1933.5,1933.5,2201.078258,DoS
80,6,0,80,4,1564044,0.0,-1,0,256,6,0,6.0,7.5,0.0,0,0.0,0.0,0.0,0.0,DoS
72,20,132,72,3,670,194.5777662,229,11607,8192,5755,5755,1163.3,1292.555556,2131.87096,11607,4544873.789,1934.5,1934.5,2529.124572,DoS
72,20,132,72,3,666,203.880526,229,11607,8192,5840,5840,1163.3,1292.555556,2138.329153,11607,4572451.567,1934.5,1934.5,2538.919278,DoS
100,6,0,100,5,569568,0.0,-1,0,256,6,0,6.0,7.2,0.0,0,0.0,0.0,0.0,0.0,DoS
72,20,112,72,3,8977,7.392239627,229,11601,8192,5840,5840,1291.888889,1453.375,2110.95076,11601,4456113.111,2320.2,2320.2,2436.833027,DoS
80,6,0,80,4,81400000,0.0,-1,0,256,6,0,6.0,7.5,0.0,0,0.0,0.0,0.0,0.0,DoS
72,20,152,72,3,9292,7.390499197,229,11601,8192,5840,5840,1057.0,1162.7,1734.985821,11601,3010175.8,1657.285714,1657.285714,1964.895647,DoS
80,6,0,80,4,10100000,0.0,-1,0,256,6,0,6.0,7.5,0.0,0,0.0,0.0,0.0,0.0,DoS
72,20,132,72,3,705,14.91950925,229,11607,8192,5840,5840,1163.3,1292.555556,2138.329153,11607,4572451.567,1934.5,1934.5,2538.919278,DoS
100,6,0,100,5,8792756,0.0,-1,0,256,6,0,6.0,7.2,0.0,0,0.0,0.0,0.0,0.0,DoS
172,20,92,172,8,71100000,0.051219505,229,11607,256,11595,11595,897.6153846,972.4166667,3214.167532,11607,10300000.0,2901.75,2901.75,5795.50069,DoS
172,20,132,172,8,72000000,0.080937009,229,11601,256,7300,7300,777.5333333,833.0714286,1896.917457,11601,3598295.838,1933.5,1933.5,2720.783986,DoS
172,20,112,172,8,72100000,0.069066171,229,11607,256,10135,10135,833.5,897.6153846,2705.044255,11607,7317264.423,2321.4,2321.4,4413.201989,DoS
72,20,112,72,3,8977,5.252161527,229,11601,8192,5840,5840,1291.888889,1453.375,2110.95076,11601,4456113.111,2320.2,2320.2,2436.833027,DoS
172,20,112,172,8,62300000,0.069343137,229,11607,256,5840,5840,833.5,897.6153846,2103.115592,11607,4423095.192,2321.4,2321.4,3173.373883,DoS
72,20,112,72,3,598,5.018780276,229,11607,8192,10135,10135,1292.555556,1454.125,3350.634907,11607,11200000.0,2321.4,2321.4,4413.201989,DoS
